promedio_temporal,energia_en_cada_paso
-0.015611,-0.016228
-0.015613,-0.016521
-0.015614,-0.016754
-0.015615,-0.016039
-0.015615,-0.016271
-0.015617,-0.016525
-0.015617,-0.016035
-0.015618,-0.016501
-0.015620,-0.016852
-0.015621,-0.016397
-0.015622,-0.016275
-0.015622,-0.016106
-0.015623,-0.016174
-0.015625,-0.017013
-0.015626,-0.016242
-0.015626,-0.016182
-0.015628,-0.016616
-0.015628,-0.015779
-0.015629,-0.016296
-0.015629,-0.015953
-0.015629,-0.015873
-0.015630,-0.015931
-0.015630,-0.015742
-0.015631,-0.016254
-0.015631,-0.016245
-0.015632,-0.016140
-0.015633,-0.016184
-0.015634,-0.016315
-0.015634,-0.016401
-0.015635,-0.016132
-0.015636,-0.016254
-0.015637,-0.016652
-0.015638,-0.016138
-0.015639,-0.016583
-0.015640,-0.016438
-0.015640,-0.015853
-0.015641,-0.016093
-0.015641,-0.016200
-0.015643,-0.016744
-0.015644,-0.016731
-0.015645,-0.016388
-0.015646,-0.016321
-0.015646,-0.015933
-0.015647,-0.016576
-0.015648,-0.016239
-0.015648,-0.015907
-0.015649,-0.015909
-0.015650,-0.016401
-0.015650,-0.015770
-0.015650,-0.016141
-0.015650,-0.015737
-0.015650,-0.015571
-0.015652,-0.016579
-0.015651,-0.015559
-0.015652,-0.016029
-0.015652,-0.016145
-0.015654,-0.016650
-0.015654,-0.016053
-0.015655,-0.016296
-0.015655,-0.015869
-0.015656,-0.015977
-0.015656,-0.016138
-0.015657,-0.016027
-0.015658,-0.016439
-0.015658,-0.016286
-0.015659,-0.016027
-0.015659,-0.015696
-0.015659,-0.015967
-0.015659,-0.015916
-0.015660,-0.015898
-0.015660,-0.015551
-0.015659,-0.015521
-0.015660,-0.015901
-0.015660,-0.015859
-0.015660,-0.016122
-0.015661,-0.015992
-0.015661,-0.015824
-0.015662,-0.016173
-0.015662,-0.015654
-0.015662,-0.015700
-0.015662,-0.015648
-0.015662,-0.015858
-0.015662,-0.015587
-0.015662,-0.015822
-0.015662,-0.015529
-0.015662,-0.015821
-0.015663,-0.016263
-0.015664,-0.016446
-0.015664,-0.016384
-0.015665,-0.016534
-0.015666,-0.015990
-0.015666,-0.015825
-0.015666,-0.016032
-0.015667,-0.016123
-0.015667,-0.015935
-0.015667,-0.015339
-0.015668,-0.016235
-0.015668,-0.016011
-0.015669,-0.016179
-0.015669,-0.016031
-0.015669,-0.016071
-0.015669,-0.015687
-0.015669,-0.015573
-0.015669,-0.015617
-0.015669,-0.015685
-0.015669,-0.015445
-0.015669,-0.015579
-0.015669,-0.015452
-0.015669,-0.015809
-0.015670,-0.016530
-0.015670,-0.015981
-0.015670,-0.015830
-0.015671,-0.016271
-0.015672,-0.016449
-0.015673,-0.016330
-0.015673,-0.016276
-0.015674,-0.016352
-0.015675,-0.016187
-0.015675,-0.016026
-0.015676,-0.016139
-0.015676,-0.016472
-0.015677,-0.016330
-0.015677,-0.015845
-0.015678,-0.015846
-0.015678,-0.016423
-0.015679,-0.016268
-0.015680,-0.016706
-0.015681,-0.016460
-0.015682,-0.016269
-0.015682,-0.016245
-0.015682,-0.015804
-0.015683,-0.015918
-0.015684,-0.016533
-0.015684,-0.015780
-0.015684,-0.015560
